review_row_id,original_sample_id,esl_language,split,ind,source_id,activity_label,original_prompt,modified_prompt,ending_1,ending_2,ending_3,ending_4,correct_option,gold_answer,R1_Meaning,R2_Meaning,Final_Meaning,R1_Key_Info,R2_Key_Info,Final_Key_Info,R1_Answer_Preserved,R2_Answer_Preserved,Final_Answer_Preserved,R1_Realism,R2_Realism,Final_Realism,R1_Readability,R2_Readability,Final_Readability,R1_Comments,R2_Comments,Final_Comments
HS_REVIEW_011,HS_ORIG_02,french,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"""You to remove skin and to cut your apples, plus washing these ones and to remove skin them. To take out the middle these ones to remove their sticks.""",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_012,HS_ORIG_02,german,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"You removingly skin and cutting your apples, plus washing these ones and removing skin them. Taking out the middle these ones to remove their sticks.",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_013,HS_ORIG_02,japanese,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"""You to remove skin and to cut your the apples, plus washing these the ones and to remove skin them. Taking out the middle these the ones to remove their sticks.""",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_014,HS_ORIG_02,portuguese,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"You are removing skin and cutting your apples, plus washing these ones to remove skin and to remove skin them. Taking out the middle these ones to remove their sticks are.",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_015,HS_ORIG_02,russian,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"""Are removing skin and cutting apples, plus washing these ones and removing of skin them. Taking out a middle of these ones to remove their sticks.""",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_016,HS_ORIG_02,spanish,val,35533,wikihow~58526,Food and Entertaining,[header] How to make apple jam [title] Peel and chop your apples. [step] Wash your apples and peel them. Core the apples to remove their stems.,"You removing a skins and cutting do your apples, plus washing these ones and removing a skins them. Taking out the middle these ones to remove their sticks.",Trim the apples into smaller pieces to use as jam. Use 3 to 4 large apple chunks in the jam.,Some may have chunks of skin if you cut them off. You'll need about two peeled apples for the total jam.,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.","From the core, you should cut off all the small, stringy flesh. You should also grate them on a separate cutting board.",3,"Carefully dice the apples finely so they're no larger than 1/4 "" cubes. Place all of the apples in a large 4-cup measuring cup.",,,,,,,,,,,,,,,,,,
HS_REVIEW_017,HS_ORIG_03,arabic,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight an cloth this to have take the eye away plus an overly form-fitting can bring bad attention to extra fat around the middle. Instead, choose a materials and styles that can be more room and give to them.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_018,HS_ORIG_03,chinese,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoids short or tight clothes those to have take a eye away plus clothes overly form-fitting can bring bad attention to extra fat around the middle. Instead, choose materials and styles that can be more room and give to those.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_019,HS_ORIG_03,french,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight clothes them have take the eye away plus clothes overly form-fitting can bring bad attention extra fat the middle. Instead, choose materials and styles that can be more room and give them.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_020,HS_ORIG_03,german,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How hide tummy fat. Avoid short or tight clothes much have take the eye away plus clothes too form-fitting can bring bad attention extra fat the middle. Instead, choose materials and styles that can be more room give them.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_021,HS_ORIG_03,japanese,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight clothe the to having take the eye away plus clothe overly form-fitting can bring bad attention to extra fat around the middle. Instead, choose materials and styles that can able to be more room and give to .""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_022,HS_ORIG_03,portuguese,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight cloth them cloth have take the eye away plus cloth overly form-fitting can bring bad attention extra fat the middle. Instead, choose materials and styles that can be more room and give them.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_023,HS_ORIG_03,russian,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight clothes to them have take the eye away plus clothes overly form-fitting can bring bad attention on extra fat a middle. Instead, choose materials and styles that can do be more room give them.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_024,HS_ORIG_03,spanish,val,40915,wikihow~67304,Personal Care and Style,"[header] How to hide belly fat [title] Avoid tight or clingy clothes to distract the eye. [step] Overly form-fitting garments can bring unwanted attention to excess fat around the midsection. Instead, choose fabrics and styles that have a bit more give and stretch to them.","""How to hide tummy fat. Avoid short or tight cloth it have do take the eye away plus cloth overly form-fitting can bring bad attention extra fat around the middle. Instead, choose materials and styles that can be more room and give it.""","[substeps] For instance, think fit a skinny-minnie a chunky cardigan, or try a high-waisted maxi dress. [title] Alter your body shape in the months after having a baby.","[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.","[substeps] Skinny clothes like jeans and trousers are also appropriate. Tight, constricting clothing can significantly emphasize your belly fat to attract attention.","[substeps] Loose or tight clothing often calls attention to excess fat. When you wear tight clothing, the excess skin rises to the surface and causes difficult redistribution in the belly.",2,"[substeps] Lycra, satin, and jersey fabrics will all cling to the body in an unflattering manner, while sturdy cotton, velvet, and wool blends make for forgiving garments. Tops or dresses with draping are a good options, as well as sweaters in cashmere or a lightweight cotton.",,,,,,,,,,,,,,,,,,
HS_REVIEW_025,HS_ORIG_04,arabic,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Real Jordan is coming strong boxes fitted perfectly closely, with no gaps.""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
HS_REVIEW_026,HS_ORIG_04,chinese,val,16889,wikihow~27943,Personal Care and Style,"[header] How to tell if jordans are fake [title] Examine the quality of the box. [step] Real jordans come packaged in a sturdy box. The lid should fit tightly, with no gaps.","""Real Jordans is coming in a strong box fitted perfectly closely, with no gaps.""","Be sure to also assess the durability of the box's lid. Before you buy a jordans box, ask your retailer or shop to provide you with a detailed list of optimal durability methods.",Valid fake mefixes often come with cover tabs that : [substeps] Have an unpleasant sound or scent which visitors can detect. Do not cover the lid when you lift it.,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.","As for authenticity, read the box under a care light to determine if it is quality. Is it the perfect size? If so, this means the box is not fake.",3,"There will be an air jordan "" jumpman "" logo on the lid and also on the side of the box. The printed colors on the packaging should appear even and uniform, with no areas of fading.",,,,,,,,,,,,,,,,,,
