Base_ID,Sample_ID,Benchmark,Typo_Rate,Source_Row,Original_Prompt,Modified_Prompt,Gold_Answer,R1_Meaning,R2_Meaning,Final_Meaning,R1_Key_Info,R2_Key_Info,Final_Key_Info,R1_Realism,R2_Realism,Final_Realism,R1_Readability,R2_Readability,Final_Readability,Comments
MMLU_004,MMLU_004_rate_0.4,MMLU,0.4,7577,Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Which of thew following has provdied evdience that the Sun's atmosohere contains sodiumn atosm?,0,,,,,,,,,,,,,
MMLU_004,MMLU_004_rate_0.7,MMLU,0.7,7577,Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Wich of th following has proivded evidence tht the Sunms atmsophere contsinsa sodium atms?,0,,,,,,,,,,,,,
MMLU_005,MMLU_005_rate_0.1,MMLU,0.1,94,Find the maximum possible order for an element of S_n for n = 6.,Find the maximum possible order for an element of S_ for n = 6.,0,,,,,,,,,,,,,
MMLU_005,MMLU_005_rate_0.4,MMLU,0.4,94,Find the maximum possible order for an element of S_n for n = 6.,Fihd the maximum posislbe order for am element of S_m fpr n = 6.,0,,,,,,,,,,,,,
MMLU_005,MMLU_005_rate_0.7,MMLU,0.7,94,Find the maximum possible order for an element of S_n for n = 6.,Fid thr maxmum possibke orderr fr an elemne of S_b fot n = 6.,0,,,,,,,,,,,,,
MMLU_006,MMLU_006_rate_0.1,MMLU,0.1,10774,"Connie Computer decided to purchase a $1,000 laptop computer to use during law school. When she went into Computer Retailer Inc., the salesperson also sold her a 5-year service agreement for $1,200 for a total price of $2,200. Nine months later, the laptop stopped working and Computer Retailer refused to perform on their service agreement. If Connie sues Computer Retailer, the trial court will likely find for","Connie Computer decidd to purchase a $1,000 laptop computer to use during law school. When shr went into Computer Retaiker Inc., the salesperson also sold her a 5-year service agreement for $1,200 for a total price of $2,200. Nine months lter, the laptop stopped working and Computer Retailer refused to perforn on their service agreement. If Connie sues Computer Retailer, th trial court will likely find for",1,,,,,,,,,,,,,
MMLU_006,MMLU_006_rate_0.4,MMLU,0.4,10774,"Connie Computer decided to purchase a $1,000 laptop computer to use during law school. When she went into Computer Retailer Inc., the salesperson also sold her a 5-year service agreement for $1,200 for a total price of $2,200. Nine months later, the laptop stopped working and Computer Retailer refused to perform on their service agreement. If Connie sues Computer Retailer, the trial court will likely find for","Connie Computer decdied to purchase a $1,000 laptop computr tp ue during law svgool. Whne she went into Compute Retsiler Inc., the saelsperson alao solds hwf a 5-year service agrement for $1,200 fot a total price of $2,200. Nine months latr, thr laptop stoped working and Computer Retailer refused to perform on theire service agreeemnt. If Connie sues Computer Retaioler, thr trial court willk likey fid for",1,,,,,,,,,,,,,
MMLU_006,MMLU_006_rate_0.7,MMLU,0.7,10774,"Connie Computer decided to purchase a $1,000 laptop computer to use during law school. When she went into Computer Retailer Inc., the salesperson also sold her a 5-year service agreement for $1,200 for a total price of $2,200. Nine months later, the laptop stopped working and Computer Retailer refused to perform on their service agreement. If Connie sues Computer Retailer, the trial court will likely find for","Cobbie Compyter decdied to prchase a $1,000 lsptop computere toi use durin law schook. Wje shw wet into Compuer Retailewr Inmc., the salespersdon alai sold hr a 5-year servic agremen fore $1,200 fo a total pice of $2,200. Nine monthgs laer th latop stopepd working and Computee Retailer refused toi perfrom ob their service agreeemtn. If Connow sue Compter Retailer, th triak court wikkj likely find for",1,,,,,,,,,,,,,
MMLU_007,MMLU_007_rate_0.1,MMLU,0.1,2655,"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?","At its peak, what was the approximate difference in approval of school desegration from the South ans the rest of thew U.S.?",1,,,,,,,,,,,,,
MMLU_007,MMLU_007_rate_0.4,MMLU,0.4,2655,"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?","Atr its peak, what wss thed approximate differnce i approval of school desegratiin fropm tje South and the rest o the U.S.?",1,,,,,,,,,,,,,
MMLU_007,MMLU_007_rate_0.7,MMLU,0.7,2655,"At its peak, what was the approximate difference in approval of school desegration from the South and the rest of the U.S.?","At itys pesk, what wasx tr aproximate differece in appeoval of school desgrstion frpm the Souh and the rest of thew U.SA?",1,,,,,,,,,,,,,
MMLU_008,MMLU_008_rate_0.1,MMLU,0.1,4823,A rock is dropped off a cliff and strikes the ground with an impact velocity of 30 m/s. How high was the cliff?,A rock is dropped off a cliff and strikes the ground wih an impact velocityt of 30 m/s. How hihg was the cliff?,2,,,,,,,,,,,,,
MMLU_008,MMLU_008_rate_0.4,MMLU,0.4,4823,A rock is dropped off a cliff and strikes the ground with an impact velocity of 30 m/s. How high was the cliff?,A rckj is dropped off a ciff abd strikes the ground with a impact veloctyy of 30 m/s. Ho high was the cligg?,2,,,,,,,,,,,,,
MMLU_008,MMLU_008_rate_0.7,MMLU,0.7,4823,A rock is dropped off a cliff and strikes the ground with an impact velocity of 30 m/s. How high was the cliff?,A rokc iaa droppord o a clioff and strikes the ground with an ipac veloocity og 30 m/s Hi higj was th cliff?,2,,,,,,,,,,,,,
MMLU_009,MMLU_009_rate_0.1,MMLU,0.1,13379,Which of the following does not constitute a fundamental ontological principle of social constructivism?,Which of the folowing does not constitute a fundamental ontological principle of social constructivism?,2,,,,,,,,,,,,,
MMLU_009,MMLU_009_rate_0.4,MMLU,0.4,13379,Which of the following does not constitute a fundamental ontological principle of social constructivism?,Which of the followng doesd not constiute a fundamental ontologicak principle ofg social construcitvism?,2,,,,,,,,,,,,,
MMLU_009,MMLU_009_rate_0.7,MMLU,0.7,13379,Which of the following does not constitute a fundamental ontological principle of social constructivism?,Whihc of the folliwing does niy constiutte a fundamental otooogical pricniple of socil constuctivism?,2,,,,,,,,,,,,,
MMLU_010,MMLU_010_rate_0.1,MMLU,0.1,1110,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?","A large class is to be divided into teams and each studnt mist be a member of exactly one team. However, each student dislies three of their classmates. Dislike beween students need not be mutual. If the teams do not need to be equally sized, how many must be created so thar no studet ia the teammate of someone they dislike?",1,,,,,,,,,,,,,
MMLU_010,MMLU_010_rate_0.4,MMLU,0.4,1110,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?","A large class id to be dividef into teams am eavh stufenr must be a member od exactly one team. However, each student dislikes three of theri classmates. Dislike between studets nee not bw mutual. If the teams d nor need to be equally sized, how masny mudt be created so thatr nop student is the teammater o someone they disliek?",1,,,,,,,,,,,,,
MMLU_010,MMLU_010_rate_0.7,MMLU,0.7,1110,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?","A lage class i to be divided inot tems and esch syudetn mustr bw a menbet o exzctly one tam. Hwer, each student dislikes three o their clkassamtes. Dilike betwrn students nee notr be mutual. If the tramns di not neer to be eqully se, howe man must be crteated so tat n stdent is the teammatw of someone they dislike?",1,,,,,,,,,,,,,
